Date,Y,Lag_1,Lag_2,Lag_3
2017-11-20,20.582666,21.003332,20.833332,20.753332
2017-11-21,21.187332,20.582666,21.003332,20.833332
2017-11-22,20.84,21.187332,20.582666,21.003332
2017-11-24,21.036667,20.84,21.187332,20.582666
2017-11-27,21.120667,21.036667,20.84,21.187332
2017-11-28,21.17,21.120667,21.036667,20.84
2017-11-29,20.502666,21.17,21.120667,21.036667
2017-11-30,20.59,20.502666,21.17,21.120667
2017-12-01,20.435333,20.59,20.502666,21.17
2017-12-04,20.346666,20.435333,20.59,20.502666
2017-12-05,20.246668,20.346666,20.435333,20.59
2017-12-06,20.884001,20.246668,20.346666,20.435333
2017-12-07,20.749332,20.884001,20.246668,20.346666
2017-12-08,21.008667,20.749332,20.884001,20.246668
2017-12-11,21.927334,21.008667,20.749332,20.884001
2017-12-12,22.735332,21.927334,21.008667,20.749332
2017-12-13,22.601999,22.735332,21.927334,21.008667
2017-12-14,22.525999,22.601999,22.735332,21.927334
2017-12-15,22.896667,22.525999,22.601999,22.735332
2017-12-18,22.591333,22.896667,22.525999,22.601999
2017-12-19,22.073334,22.591333,22.896667,22.525999
2017-12-20,21.931999,22.073334,22.591333,22.896667
2017-12-21,22.110666,21.931999,22.073334,22.591333
2017-12-22,21.68,22.110666,21.931999,22.073334
2017-12-26,21.152666,21.68,22.110666,21.931999
2017-12-27,20.775999,21.152666,21.68,22.110666
2017-12-28,21.024,20.775999,21.152666,21.68
2017-12-29,20.756666,21.024,20.775999,21.152666
